name,image,category,
birch_pressure_plate,birch_pressure_plate.png,var,
birch_sapling,birch_sapling.png,dyp,
birch_sign,birch_sign.png,blo,
birch_slab,birch_slab.png,blo,
birch_stairs,birch_stairs.png,blo,
birch_trapdoor,birch_trapdoor.png,blo,
birch_wood,birch_wood.png,blo,
black_banner,black_banner.png,blo,
black_bed,black_bed.png,blo,
black_bundle,black_bundle.png,arm,
black_candle,black_candle.png,var,
black_carpet,black_carpet.png,blo,
black_concrete,black_concrete.png,blo,
black_concrete_powder,black_concrete_powder.png,blo,
black_dye,black_dye.png,dyp,
black_glazed_terracotta,black_glazed_terracotta.png,blo,
black_shulker_box,black_shulker_box.png,forb,
black_stained_glass,black_stained_glass.png,blo,
black_stained_glass_pane,black_stained_glass_pane.png,blo,
black_terracotta,black_terracotta.png,blo,
black_wool,black_wool.png,blo,
blackstone,blackstone.png,blo,
blackstone_slab,blackstone_slab.png,blo,
blackstone_stairs,blackstone_stairs.png,blo,
blackstone_wall,blackstone_wall.png,blo,
blast_furnace,blast_furnace.png,var,
blaze_powder,blaze_powder.png,loot,
blaze_rod,blaze_rod.png,loot,
amethyst_block,amethyst_block.png,blo,
bamboo_block,bamboo_block.png,blo,
coal_block,coal_block.png,val,
copper_block,copper_block.png,blo,
diamond_block,diamond_block.png,cur,
emerald_block,emerald_block.png,val,
gold_block,gold_block.png,val,
iron_block,iron_block.png,val,
lapis_block,lapis_block.png,val,
netherite_block,netherite_block.png,val,
quartz_block,chiseled_quartz_block.png,val,
raw_copper_block,raw_copper_block.png,val,
raw_gold_block,raw_gold_block.png,val,
raw_iron_block,raw_iron_block.png,val,
redstone_block,redstone_block.png,var,
stripped_bamboo_block,stripped_bamboo_block.png,blo,
blue_banner,blue_banner.png,blo,
blue_bed,blue_bed.png,blo,
blue_bundle,blue_bundle.png,arm,
blue_candle,blue_candle.png,var,
blue_carpet,blue_carpet.png,blo,
blue_concrete,blue_concrete.png,blo,
blue_concrete_powder,blue_concrete_powder.png,blo,
blue_dye,blue_dye.png,dyp,
blue_glazed_terracotta,blue_glazed_terracotta.png,blo,
blue_ice,blue_ice.png,blo,
blue_orchid,blue_orchid.png,dyp,
blue_shulker_box,blue_shulker_box.png,forb,
blue_stained_glass,blue_stained_glass.png,blo,
blue_stained_glass_pane,blue_stained_glass_pane.png,blo,
blue_terracotta,blue_terracotta.png,blo,
blue_wool,blue_wool.png,blo,
bone,bone.png,loot,
bone_block,bone_block.png,blo,
bone_meal,bone_meal.png,var,
book,book.png,boo,
writable_book,writable_book.png,boo,
bookshelf,bookshelf.png,blo,
experience_bottle,experience_bottle.png,food,
bow,bow.png,arm,
bowl,bowl.png,var,
brain_coral,brain_coral.png,dyp,
brain_coral_block,brain_coral_block.png,dyp,
brain_coral_fan,brain_coral_fan.png,dyp,
bread,bread.png,food,
breeze_rod,breeze_rod.png,loot,
brewing_stand,brewing_stand.png,var,
brick,brick.png,var,
brick_slab,brick_slab.png,blo,
brick_stairs,brick_stairs.png,blo,
brick_wall,brick_wall.png,blo,
bricks,bricks.png,blo,
brown_banner,brown_banner.png,blo,
brown_bed,brown_bed.png,blo,
brown_bundle,brown_bundle.png,arm,
brown_candle,brown_candle.png,var,
brown_carpet,brown_carpet.png,blo,
brown_concrete,brown_concrete.png,blo,
brown_concrete_powder,brown_concrete_powder.png,blo,
brown_dye,brown_dye.png,dyp,
brown_glazed_terracotta,brown_glazed_terracotta.png,blo,
brown_mushroom,brown_mushroom.png,dyp,
brown_mushroom_block,brown_mushroom_block.png,blo,
brown_shulker_box,brown_shulker_box.png,forb,
brown_stained_glass,brown_stained_glass.png,blo,
brown_stained_glass_pane,brown_stained_glass_pane.png,blo,
brown_terracotta,brown_terracotta.png,blo,
brown_wool,brown_wool.png,blo,
brush,brush.png,arm,
bubble_coral,bubble_coral.png,dyp,
bubble_coral_block,bubble_coral_block.png,dyp,
bubble_coral_fan,bubble_coral_fan.png,dyp,
bucket,bucket.png,arm,
axolotl_bucket,axolotl_bucket.png,loot,
cod_bucket,cod_bucket.png,loot,
pufferfish_bucket,pufferfish_bucket.png,loot,
salmon_bucket,salmon_bucket.png,loot,
tadpole_bucket,tadpole_bucket.png,loot,
tropical_fish_bucket,tropical_fish_bucket.png,loot,
bundle,bundle.png,arm,
cactus,cactus.png,dyp,
cake,cake.png,food,
calcite,calcite.png,blo,
calibrated_sculk_sensor,calibrated_sculk_sensor.png,var,
campfire,campfire.png,var,
candle,candle.png,var,
carrot,carrot.png,food,
carrot_on_a_stick,carrot_on_a_stick.png,arm,
cartography_table,cartography_table.png,var,
carved_pumpkin,carved_pumpkin.png,dyp,
cauldron,cauldron.png,var,
chain,chain.png,var,
chainmail_boots,chainmail_boots.png,arm,
chainmail_chestplate,chainmail_chestplate.png,arm,
chainmail_helmet,chainmail_helmet.png,arm,
chainmail_leggings,chainmail_leggings.png,arm,
charcoal,charcoal.png,val,
cherry_boat,cherry_boat.png,var,
cherry_chest_boat,cherry_chest_boat.png,var,
cherry_button,cherry_button.png,var,
cherry_door,cherry_door.png,blo,
cherry_fence,cherry_fence.png,blo,
cherry_fence_gate,cherry_fence_gate.png,blo,
cherry_hanging_sign,cherry_hanging_sign.png,blo,
cherry_leaves,cherry_leaves.png,dyp,
cherry_log,cherry_log.png,blo,
cherry_planks,cherry_planks.png,blo,
cherry_pressure_plate,cherry_pressure_plate.png,var,
cherry_sapling,cherry_sapling.png,dyp,
cherry_sign,cherry_sign.png,blo,
cherry_slab,cherry_slab.png,blo,
cherry_stairs,cherry_stairs.png,blo,
cherry_trapdoor,cherry_trapdoor.png,blo,
cherry_wood,cherry_wood.png,blo,
chest,chest.png,var,
chipped_anvil,chipped_anvil.png,var,
chiseled_bookshelf,chiseled_bookshelf.png,blo,
chiseled_copper,chiseled_copper.png,blo,
chiseled_deepslate,chiseled_deepslate.png,blo,
chiseled_nether_bricks,chiseled_nether_bricks.png,blo,
chiseled_polished_blackstone,chiseled_polished_blackstone.png,blo,
chiseled_quartz_block,chiseled_quartz_block.png,blo,
chiseled_red_sandstone,chiseled_red_sandstone.png,blo,
chiseled_sandstone,chiseled_sandstone.png,blo,
chiseled_stone_bricks,chiseled_stone_bricks.png,blo,
chiseled_tuff,chiseled_tuff.png,blo,
chiseled_tuff_bricks,chiseled_tuff_bricks.png,blo,
chorus_flower,chorus_flower.png,dyp,
chorus_fruit,chorus_fruit.png,food,
clay,clay.png,blo,
clay_ball,clay_ball.png,var,
clock,clock.png,arm,
coal,coal.png,val,
coal_ore,coal_ore.png,val,
coarse_dirt,coarse_dirt.png,blo,
cobbled_deepslate,cobbled_deepslate.png,blo,
cobbled_deepslate_slab,cobbled_deepslate_slab.png,blo,
cobbled_deepslate_stairs,cobbled_deepslate_stairs.png,blo,
cobbled_deepslate_wall,cobbled_deepslate_wall.png,blo,
cobblestone,cobblestone.png,blo,
cobblestone_slab,cobblestone_slab.png,blo,
cobblestone_stairs,cobblestone_stairs.png,blo,
cobblestone_wall,cobblestone_wall.png,blo,
cobweb,cobweb.png,loot,
cocoa_beans,cocoa_beans.png,dyp,
compass,compass.png,arm,
composter,composter.png,var,
conduit,conduit.png,val,
cooked_chicken,cooked_chicken.png,food,
cooked_cod,cooked_cod.png,food,
cooked_mutton,cooked_mutton.png,food,
cooked_porkchop,cooked_porkchop.png,food,
cooked_rabbit,cooked_rabbit.png,food,
cooked_salmon,cooked_salmon.png,food,
cookie,cookie.png,food,
copper_bulb,copper_bulb.png,blo,
copper_door,copper_door.png,blo,
copper_grate,copper_grate.png,blo,
copper_ingot,copper_ingot.png,blo,
copper_ore,copper_ore.png,val,
copper_trapdoor,copper_trapdoor.png,blo,
cornflower,cornflower.png,dyp,
cracked_deepslate_bricks,cracked_deepslate_bricks.png,blo,
cracked_deepslate_tiles,cracked_deepslate_tiles.png,blo,
cracked_nether_bricks,cracked_nether_bricks.png,blo,
cracked_polished_blackstone_bricks,cracked_polished_blackstone_bricks.png,blo,
cracked_stone_bricks,cracked_stone_bricks.png,blo,
crafter,crafter.png,var,
crafting_table,crafting_table.png,var,
creeper_head,creeper_head.png,val,
crimson_button,crimson_button.png,var,
crimson_door,crimson_door.png,blo,
crimson_fence,crimson_fence.png,blo,
crimson_fence_gate,crimson_fence_gate.png,blo,
crimson_fungus,crimson_fungus.png,dyp,
crimson_hanging_sign,crimson_hanging_sign.png,blo,
crimson_hyphae,crimson_hyphae.png,blo,
crimson_nylium,crimson_nylium.png,blo,
crimson_planks,crimson_planks.png,blo,
crimson_pressure_plate,crimson_pressure_plate.png,var,
crimson_roots,crimson_roots.png,dyp,
crimson_sign,crimson_sign.png,blo,
crimson_slab,crimson_slab.png,blo,
crimson_stairs,crimson_stairs.png,blo,
crimson_stem,crimson_stem.png,blo,
crimson_trapdoor,crimson_trapdoor.png,blo,
crossbow,crossbow.png,arm,
crying_obsidian,crying_obsidian.png,blo,
cut_copper,cut_copper.png,blo,
cut_copper_slab,cut_copper_slab.png,blo,
cut_copper_stairs,cut_copper_stairs.png,blo,
cut_red_sandstone,cut_red_sandstone.png,blo,
cut_red_sandstone_slab,cut_red_sandstone_slab.png,blo,
cut_sandstone,cut_sandstone.png,blo,
cut_sandstone_slab,cut_sandstone_slab.png,blo,
cyan_banner,cyan_banner.png,blo,
cyan_bed,cyan_bed.png,blo,
cyan_bundle,cyan_bundle.png,arm,
cyan_candle,cyan_candle.png,var,
cyan_carpet,cyan_carpet.png,blo,
cyan_concrete,cyan_concrete.png,blo,
cyan_concrete_powder,cyan_concrete_powder.png,blo,
cyan_dye,cyan_dye.png,dyp,
cyan_glazed_terracotta,cyan_glazed_terracotta.png,blo,
cyan_shulker_box,cyan_shulker_box.png,forb,
cyan_stained_glass,cyan_stained_glass.png,blo,
cyan_stained_glass_pane,cyan_stained_glass_pane.png,blo,
cyan_terracotta,cyan_terracotta.png,blo,
cyan_wool,cyan_wool.png,blo,
damaged_anvil,damaged_anvil.png,var,
dandelion,dandelion.png,dyp,
dark_oak_boat,dark_oak_boat.png,var,
dark_oak_chest_boat,dark_oak_chest_boat.png,var,
dark_oak_button,dark_oak_button.png,var,
dark_oak_door,dark_oak_door.png,blo,
dark_oak_fence,dark_oak_fence.png,blo,
dark_oak_fence_gate,dark_oak_fence_gate.png,blo,
dark_oak_hanging_sign,dark_oak_hanging_sign.png,blo,
dark_oak_leaves,dark_oak_leaves.png,dyp,
dark_oak_log,dark_oak_log.png,blo,
dark_oak_planks,dark_oak_planks.png,blo,
dark_oak_pressure_plate,dark_oak_pressure_plate.png,var,
dark_oak_sapling,dark_oak_sapling.png,dyp,
dark_oak_sign,dark_oak_sign.png,blo,
dark_oak_slab,dark_oak_slab.png,blo,
dark_oak_stairs,dark_oak_stairs.png,blo,
dark_oak_trapdoor,dark_oak_trapdoor.png,blo,
dark_oak_wood,dark_oak_wood.png,blo,
dark_prismarine,dark_prismarine.png,blo,
dark_prismarine_slab,dark_prismarine_slab.png,blo,
dark_prismarine_stairs,dark_prismarine_stairs.png,blo,
daylight_detector,daylight_detector.png,var,
dead_brain_coral,dead_brain_coral.png,dyp,
dead_brain_coral_block,dead_brain_coral_block.png,dyp,
dead_brain_coral_fan,dead_brain_coral_fan.png,dyp,
dead_bubble_coral,dead_bubble_coral.png,dyp,
dead_bubble_coral_block,dead_bubble_coral_block.png,dyp,
dead_bubble_coral_fan,dead_bubble_coral_fan.png,dyp,
dead_bush,dead_bush.png,dyp,
dead_fire_coral,dead_fire_coral.png,dyp,
dead_fire_coral_block,dead_fire_coral_block.png,dyp,
dead_fire_coral_fan,dead_fire_coral_fan.png,dyp,
dead_horn_coral,dead_horn_coral.png,dyp,
dead_horn_coral_block,dead_horn_coral_block.png,dyp,
dead_horn_coral_fan,dead_horn_coral_fan.png,dyp,
dead_tube_coral,dead_tube_coral.png,dyp,
dead_tube_coral_block,dead_tube_coral_block.png,dyp,
dead_tube_coral_fan,dead_tube_coral_fan.png,dyp,
deepslate,deepslate.png,blo,
deepslate_brick_slab,deepslate_brick_slab.png,blo,
deepslate_brick_stairs,deepslate_brick_stairs.png,blo,
deepslate_brick_wall,deepslate_brick_wall.png,blo,
deepslate_bricks,deepslate_bricks.png,blo,
deepslate_coal_ore,deepslate_coal_ore.png,val,
deepslate_copper_ore,deepslate_copper_ore.png,val,
deepslate_diamond_ore,deepslate_diamond_ore.png,val,
deepslate_emerald_ore,deepslate_emerald_ore.png,val,
deepslate_gold_ore,deepslate_gold_ore.png,val,
deepslate_iron_ore,deepslate_iron_ore.png,val,
deepslate_lapis_ore,deepslate_lapis_ore.png,val,
deepslate_redstone_ore,deepslate_redstone_ore.png,val,
deepslate_tile_slab,deepslate_tile_slab.png,blo,
deepslate_tile_stairs,deepslate_tile_stairs.png,blo,
deepslate_tile_wall,deepslate_tile_wall.png,blo,
deepslate_tiles,deepslate_tiles.png,blo,
detector_rail,detector_rail.png,var,
diamond,diamond.png,cur,
diamond_axe,diamond_axe.png,arm,
diamond_boots,diamond_boots.png,arm,
diamond_chestplate,diamond_chestplate.png,arm,
diamond_helmet,diamond_helmet.png,arm,
diamond_hoe,diamond_hoe.png,arm,
diamond_horse_armor,diamond_horse_armor.png,arm,
diamond_leggings,diamond_leggings.png,arm,
diamond_ore,diamond_ore.png,val,
diamond_pickaxe,diamond_pickaxe.png,arm,
diamond_shovel,diamond_shovel.png,arm,
diamond_sword,diamond_sword.png,arm,
diorite,diorite.png,blo,
diorite_slab,diorite_slab.png,blo,
diorite_stairs,diorite_stairs.png,blo,
diorite_wall,diorite_wall.png,blo,
dirt,dirt.png,blo,
disc_fragment_5,disc_fragment_5.png,val,
dispenser,dispenser.png,var,
dragon_egg,dragon_egg.png,forb,
dragon_head,dragon_head.png,val,
dragon_breath,dragon_breath.png,food,
dried_kelp,dried_kelp.png,food,
dried_kelp_block,dried_kelp_block.png,dyp,
dripstone_block,dripstone_block.png,blo,
dropper,dropper.png,var,
echo_shard,echo_shard.png,val,
egg,egg.png,loot,
elytra,elytra.png,arm,
emerald,emerald.png,val,
emerald_ore,emerald_ore.png,val,
map,map.png,arm,
enchanted_golden_apple,enchanted_golden_apple.png,val,
enchanting_table,enchanting_table.png,var,
end_crystal,end_crystal.png,var,
end_rod,end_rod.png,var,
end_stone,end_stone.png,blo,
end_stone_brick_slab,end_stone_brick_slab.png,blo,
end_stone_brick_stairs,end_stone_brick_stairs.png,blo,
end_stone_brick_wall,end_stone_brick_wall.png,blo,
end_stone_bricks,end_stone_bricks.png,blo,
ender_chest,ender_chest.png,var,
ender_pearl,ender_pearl.png,loot,
exposed_chiseled_copper,exposed_chiseled_copper.png,blo,
exposed_copper,exposed_copper.png,blo,
exposed_copper_bulb,exposed_copper_bulb.png,blo,
exposed_copper_door,exposed_copper_door.png,blo,
exposed_copper_grate,exposed_copper_grate.png,blo,
exposed_copper_trapdoor,exposed_copper_trapdoor.png,blo,
exposed_cut_copper,exposed_cut_copper.png,blo,
exposed_cut_copper_slab,exposed_cut_copper_slab.png,blo,
exposed_cut_copper_stairs,exposed_cut_copper_stairs.png,blo,
ender_eye,ender_eye.png,loot,
feather,feather.png,loot,
fermented_spider_eye,fermented_spider_eye.png,food,
fern,fern.png,dyp,
fire_charge,fire_charge.png,var,
fire_coral,fire_coral.png,dyp,
fire_coral_block,fire_coral_block.png,dyp,
fire_coral_fan,fire_coral_fan.png,dyp,
firework_rocket,firework_rocket.png,var,
fishing_rod,fishing_rod.png,arm,
fletching_table,fletching_table.png,var,
flint,flint.png,var,
flint_and_steel,flint_and_steel.png,arm,
flower_pot,flower_pot.png,var,
flowering_azalea,flowering_azalea.png,dyp,
flowering_azalea_leaves,flowering_azalea_leaves.png,dyp,
furnace,furnace.png,var,
ghast_tear,ghast_tear.png,loot,
gilded_blackstone,gilded_blackstone.png,val,
glass,glass.png,blo,
glass_bottle,glass_bottle.png,var,
glass_pane,glass_pane.png,blo,
glistering_melon_slice,glistering_melon_slice.png,food,
glow_berries,glow_berries.png,food,
glow_ink_sac,glow_ink_sac.png,dyp,
glow_item_frame,glow_item_frame.png,var,
glow_lichen,glow_lichen.png,dyp,
glowstone,glowstone.png,blo,
glowstone_dust,glowstone_dust.png,var,
goat_horn,goat_horn.png,val,
gold_ingot,gold_ingot.png,val,
gold_nugget,gold_nugget.png,forb,
gold_ore,gold_ore.png,val,
golden_apple,golden_apple.png,food,
golden_axe,golden_axe.png,arm,
golden_boots,golden_boots.png,arm,
golden_carrot,golden_carrot.png,food,
golden_chestplate,golden_chestplate.png,arm,
golden_helmet,golden_helmet.png,arm,
golden_hoe,golden_hoe.png,arm,
golden_horse_armor,golden_horse_armor.png,arm,
golden_leggings,golden_leggings.png,arm,
golden_pickaxe,golden_pickaxe.png,arm,
golden_shovel,golden_shovel.png,arm,
golden_sword,golden_sword.png,arm,
granite,granite.png,blo,
granite_slab,granite_slab.png,blo,
granite_stairs,granite_stairs.png,blo,
granite_wall,granite_wall.png,blo,
grass_block,grass_block.png,blo,
gravel,gravel.png,blo,
gray_banner,gray_banner.png,blo,
gray_bed,gray_bed.png,blo,
gray_bundle,gray_bundle.png,arm,
gray_candle,gray_candle.png,var,
gray_carpet,gray_carpet.png,blo,
gray_concrete,gray_concrete.png,blo,
gray_concrete_powder,gray_concrete_powder.png,blo,
gray_dye,gray_dye.png,dyp,
gray_glazed_terracotta,gray_glazed_terracotta.png,blo,
gray_shulker_box,gray_shulker_box.png,forb,
gray_stained_glass,gray_stained_glass.png,blo,
gray_stained_glass_pane,gray_stained_glass_pane.png,blo,
gray_terracotta,gray_terracotta.png,blo,
gray_wool,gray_wool.png,blo,
green_banner,green_banner.png,blo,
green_bed,green_bed.png,blo,
green_bundle,green_bundle.png,arm,
green_candle,green_candle.png,var,
green_carpet,green_carpet.png,blo,
green_concrete,green_concrete.png,blo,
green_concrete_powder,green_concrete_powder.png,blo,
green_dye,green_dye.png,dyp,
green_glazed_terracotta,green_glazed_terracotta.png,blo,
green_shulker_box,green_shulker_box.png,forb,
green_stained_glass,green_stained_glass.png,blo,
green_stained_glass_pane,green_stained_glass_pane.png,blo,
green_terracotta,green_terracotta.png,blo,
green_wool,green_wool.png,blo,
grindstone,grindstone.png,var,
gunpowder,gunpowder.png,loot,
hanging_roots,hanging_roots.png,dyp,
hay_block,hay_block.png,blo,
heart_of_the_sea,heart_of_the_sea.png,val,
heavy_core,heavy_core.png,val,
heavy_weighted_pressure_plate,heavy_weighted_pressure_plate.png,var,
honey_block,honey_block.png,var,
honey_bottle,honey_bottle.png,food,
honeycomb,honeycomb.png,var,
honeycomb_block,honeycomb_block.png,var,
hopper,hopper.png,var,
horn_coral,horn_coral.png,dyp,
horn_coral_block,horn_coral_block.png,dyp,
horn_coral_fan,horn_coral_fan.png,dyp,
ice,ice.png,blo,
ink_sac,ink_sac.png,dyp,
iron_axe,iron_axe.png,arm,
iron_bars,iron_bars.png,blo,
iron_boots,iron_boots.png,arm,
iron_chestplate,iron_chestplate.png,arm,
iron_door,iron_door.png,blo,
iron_helmet,iron_helmet.png,arm,
iron_hoe,iron_hoe.png,arm,
iron_horse_armor,iron_horse_armor.png,arm,
iron_ingot,iron_ingot.png,val,
iron_leggings,iron_leggings.png,arm,
iron_nugget,iron_nugget.png,forb,
iron_ore,iron_ore.png,val,
iron_pickaxe,iron_pickaxe.png,arm,
iron_shovel,iron_shovel.png,arm,
iron_sword,iron_sword.png,arm,
iron_trapdoor,iron_trapdoor.png,blo,
item_frame,item_frame.png,var,
jack_o_lantern,jack_o_lantern.png,dyp,
jukebox,jukebox.png,var,
jungle_boat,jungle_boat.png,var,
jungle_chest_boat,jungle_chest_boat.png,var,
jungle_button,jungle_button.png,var,
jungle_door,jungle_door.png,blo,
jungle_fence,jungle_fence.png,blo,
jungle_fence_gate,jungle_fence_gate.png,blo,
jungle_hanging_sign,jungle_hanging_sign.png,blo,
jungle_leaves,jungle_leaves.png,dyp,
jungle_log,jungle_log.png,blo,
jungle_planks,jungle_planks.png,blo,
jungle_pressure_plate,jungle_pressure_plate.png,var,
jungle_sapling,jungle_sapling.png,dyp,
jungle_sign,jungle_sign.png,blo,
jungle_slab,jungle_slab.png,blo,
jungle_stairs,jungle_stairs.png,blo,
jungle_trapdoor,jungle_trapdoor.png,blo,
jungle_wood,jungle_wood.png,blo,
kelp,kelp.png,food,
ladder,ladder.png,blo,
lantern,lantern.png,var,
lapis_lazuli,lapis_lazuli.png,val,
lapis_ore,lapis_ore.png,val,
large_amethyst_bud,large_amethyst_bud.png,val,
large_fern,large_fern.png,dyp,
lava_bucket,lava_bucket.png,arm,
lead,lead.png,arm,
leather,leather.png,loot,
leather_boots,leather_boots.png,arm,
leather_helmet,leather_helmet.png,arm,
leather_horse_armor,leather_horse_armor.png,arm,
leather_leggings,leather_leggings.png,arm,
leather_chestplate,leather_chestplate.png,arm,
lectern,lectern.png,var,
lever,lever.png,var,
light_blue_banner,light_blue_banner.png,blo,
light_blue_bed,light_blue_bed.png,blo,
light_blue_bundle,light_blue_bundle.png,arm,
light_blue_candle,light_blue_candle.png,var,
light_blue_carpet,light_blue_carpet.png,blo,
light_blue_concrete,light_blue_concrete.png,blo,
light_blue_concrete_powder,light_blue_concrete_powder.png,blo,
light_blue_dye,light_blue_dye.png,dyp,
light_blue_glazed_terracotta,light_blue_glazed_terracotta.png,blo,
light_blue_shulker_box,light_blue_shulker_box.png,forb,
light_blue_stained_glass,light_blue_stained_glass.png,blo,
light_blue_stained_glass_pane,light_blue_stained_glass_pane.png,blo,
light_blue_terracotta,light_blue_terracotta.png,blo,
light_blue_wool,light_blue_wool.png,blo,
light_gray_banner,light_gray_banner.png,blo,
light_gray_bed,light_gray_bed.png,blo,
light_gray_bundle,light_gray_bundle.png,arm,
light_gray_candle,light_gray_candle.png,var,
light_gray_carpet,light_gray_carpet.png,blo,
light_gray_concrete,light_gray_concrete.png,blo,
light_gray_concrete_powder,light_gray_concrete_powder.png,blo,
light_gray_dye,light_gray_dye.png,dyp,
light_gray_glazed_terracotta,light_gray_glazed_terracotta.png,blo,
light_gray_shulker_box,light_gray_shulker_box.png,forb,
light_gray_stained_glass,light_gray_stained_glass.png,blo,
light_gray_stained_glass_pane,light_gray_stained_glass_pane.png,blo,
light_gray_terracotta,light_gray_terracotta.png,blo,
light_gray_wool,light_gray_wool.png,blo,
light_weighted_pressure_plate,light_weighted_pressure_plate.png,var,
lightning_rod,lightning_rod.png,var,
lilac,lilac.png,dyp,
lily_pad,lily_pad.png,dyp,
lime_banner,lime_banner.png,blo,
lime_bed,lime_bed.png,blo,
lime_bundle,lime_bundle.png,arm,
lime_candle,lime_candle.png,var,
lime_carpet,lime_carpet.png,blo,
lime_concrete,lime_concrete.png,blo,
lime_concrete_powder,lime_concrete_powder.png,blo,
lime_dye,lime_dye.png,dyp,
lime_glazed_terracotta,lime_glazed_terracotta.png,blo,
lime_shulker_box,lime_shulker_box.png,forb,
lime_stained_glass,lime_stained_glass.png,blo,
lime_stained_glass_pane,lime_stained_glass_pane.png,blo,
lime_terracotta,lime_terracotta.png,blo,
lime_wool,lime_wool.png,blo,
lodestone,lodestone.png,var,
loom,loom.png,var,
mace,mace.png,arm,
magenta_banner,magenta_banner.png,blo,
magenta_bed,magenta_bed.png,blo,
magenta_bundle,magenta_bundle.png,arm,
magenta_candle,magenta_candle.png,var,
magenta_carpet,magenta_carpet.png,blo,
magenta_concrete,magenta_concrete.png,blo,
magenta_concrete_powder,magenta_concrete_powder.png,blo,
magenta_dye,magenta_dye.png,dyp,
magenta_glazed_terracotta,magenta_glazed_terracotta.png,blo,
magenta_shulker_box,magenta_shulker_box.png,forb,
magenta_stained_glass,magenta_stained_glass.png,blo,
magenta_stained_glass_pane,magenta_stained_glass_pane.png,blo,
magenta_terracotta,magenta_terracotta.png,blo,
magenta_wool,magenta_wool.png,blo,
magma_block,magma_block.png,blo,
magma_cream,magma_cream.png,loot,
mangrove_boat,mangrove_boat.png,var,
mangrove_chest_boat,mangrove_chest_boat.png,var,
mangrove_button,mangrove_button.png,var,
mangrove_door,mangrove_door.png,blo,
mangrove_fence,mangrove_fence.png,blo,
mangrove_fence_gate,mangrove_fence_gate.png,blo,
mangrove_hanging_sign,mangrove_hanging_sign.png,blo,
mangrove_leaves,mangrove_leaves.png,dyp,
mangrove_log,mangrove_log.png,blo,
mangrove_planks,mangrove_planks.png,blo,
mangrove_pressure_plate,mangrove_pressure_plate.png,var,
mangrove_propagule,mangrove_propagule.png,dyp,
mangrove_roots,mangrove_roots.png,blo,
mangrove_sign,mangrove_sign.png,blo,
mangrove_slab,mangrove_slab.png,blo,
mangrove_stairs,mangrove_stairs.png,blo,
mangrove_trapdoor,mangrove_trapdoor.png,blo,
mangrove_wood,mangrove_wood.png,blo,
